01ALAVA
02ALBACETE
03ALICANTE
04ALMERIA
33ASTURIAS
05AVILA
06BADAJOZ
08BARCELONA
09BURGOS
10CACERES
11CADIZ
39CANTABRIA
12CASTELLON
51CEUTA
13CIUDAD REAL
14CORDOBA
15CORUÑA, A
16CUENCA
17GIRONA
18GRANADA
19GUADALAJARA
20GUIPUZCOA
21HUELVA
22HUESCA
07ILLES BALEARS
23JAEN
24LEON
25LLEIDA
27LUGO
28MADRID
29MALAGA
52MELILLA
30MURCIA
31NAVARRA
32OURENSE
34PALENCIA
35PALMAS, LAS
36PONTEVEDRA
26RIOJA, LA
37SALAMANCA
38S.C. TENERIFE
40SEGOVIA
41SEVILLA
42SORIA
43TARRAGONA
44TERUEL
45TOLEDO
46VALENCIA
47VALLADOLID
48VIZCAYA
49ZAMORA
50ZARAGOZA
