01ALAVA
02ALBACETE
03ALACANT/ALICANTE
04ALMERIA
05AVILA
06BADAJOZ
07ILLES BALEARS
08BARCELONA
09BURGOS
10CACERES
11CADIZ
12CASTELLO/CASTELLON
13CIUDAD REAL
14CORDOBA
15A CORUÑA
16CUENCA
17GIRONA
18GRANADA
19GUADALAJARA
20GUIPUZCOA
21HUELVA
22HUESCA
23JAEN
24LEON
25LLEIDA
26LOGROÑO
27LUGO
28MADRID
29MALAGA
30MURCIA
31NAFARROA/NAVARRA
32OURENSE
33OVIEDO
34PALENCIA
35LAS PALMAS
36PONTEVEDRA
37SALAMANCA
38STA. CRUZ TENERIFE
39CANTABRIA
40SEGOVIA
41SEVILLA
42SORIA
43TARRAGONA
44TERUEL
45TOLEDO
46VALENCIA
47VALLADOLID
48VIZCAYA
49ZAMORA
50ZARAGOZA
51CARTAGENA
52GIJON
53JEREZ FRONTERA
54VIGO
55CEUTA
56MELILLA
