1--- PRODUCCION DE MEJILLON EN BATEA
1011 EXPLOTACION EXTENSIVA GANADO BOVINO
1012 EXPLOTAC. INTENSI.GANADO BOVINO DE LECHE
1013 EXPLOT.INTENSIVA GANADO BOVINO DE CEBO
1021 EXPLOTACION EXTENSIVA DE GANADO OVINO
1022 EXPLOT.INTENSIV.GANADO OVINO DE CRIA
1023 EXPLOTAC.INTENSIVA GANADO OVINO DE CEBO
1024 EXPLOTACION DE GANADO CAPRINO
1031 EXPLOTACION EXTENSIVA GANADO PORCINO
1032 EXPLOTAC.INTENSIVA GANADO PORCINO CRIA
1033 EXPLOTAC. INTENSIVA GANADO PORCINO CEBO
10411REPRODUCTORAS DE PUESTA
10412PONEDORAS HUEVOS A PARTIR CUATRO MESES
10421REPRODUCTORAS DE CARNE
10422POLLOS Y PATOS PARA CARNE
10423PAVOS, FAISANES Y PALMIPEDAS_REPRODUCTOR
10424PAVOS, FAISANES Y PALMIPEDAS PARA CARNE
10425CODORNICES PARA CARNE
1051 CUNICULTURA
1061 EXPLOT.GANADO CABALLAR,MULAR Y ASNAL
1062 APICULTURA
1069 OTRAS EXPLOTACIONES GANADERAS
1071 EXPLOTACIONES MIXTAS
11111EXTRACCION Y PREPARACION DE HULLA
11112EXTRACC. Y PREP. HULLA SUBBITUMINOSA
11113PREPARAC. HULLA FACTORIA INDEPENDIENTE
11114AGLOMERACION DE HULLA
11121EXTRACC. Y PREPARACION DE ANTRACITA
11122PREPARACION ANTRACITA FACTORIA INDEPEND.
11131EXTRACC. Y PREP. LIGNITO PARDO
11132PREP. LIGNITO PARDO EN FACTORIA INDEPEN.
1114 FABRICACION DE COQUE
11211TRABAJOS DE TESTIFICACION EN SONDEOS
11212DESVIACION SONDEOS Y CIMENTACION POZOS
11213TOMAS MEDIDA PRESION FONDO DE POZOS
11219OTRAS ACTIV. DE PROSPECCION
11221EXTRACCION DE CRUDOS DE PETROLEO
11222DISTRIBUCION DE CRUDOS DE PETROLEO
11231EXTRACCION Y DEPURACION DE GAS NATURAL
11232DISTRIBUCION DE GAS NATURAL
1124 EXTRACCION DE PIZARRAS BITUMINOSAS
1130 REFINO DE PETROLEO
1141 EXTRAC.Y PREP. DE MINERALES RADIACTIVOS
1142 PREP.MINERALES RADIACTIVOS FACT.INDEPEN.
11431TRANSFORMACION DE MINERALES RADIOACTIVOS
11432TRATAMIENTO DE RESIDUOS RADIOACTIVOS
11433ALMACENAMIENTO DE RESIDUOS RADIOACTIVOS
11511PRODUCCION DE ENERGIA HIDROELECTRICA
11512PRODUCCION ENERGIA TERMOELECTRICA
11513PRODUCCION ENERGIA ELECTRONUCLEAR
11514OTRAS PRODUCCIONES DE ENERGIA
11515TTE. Y DISTRIBUCION DE ELECTRICIDAD
1152 FABRICACION Y DISTRIBUCION DE GAS
1153 PRODUCC. Y DISTRIB. VAPOR Y AGUA CALIENT
11611CAPTACION,TRATAMIENTO Y DISTRIB. DE AGUA
11612CAPTACION DE AGUA PARA SU SUMINISTRO
11613TRATAMIENTO DEL AGUA PARA SU SUMINISTRO
11614DISTRIBUCION DE AGUA EN NUCLEOS URBANOS
1162 FABRICACION DE HIELO PARA LA VENTA
12111EXTRACC. Y PREP. MINERALES FERREOS
12112PREP.MINERALES FERREOS EN FACT. INDEPEN.
12121EXTRAC.Y PREP. MINERALES METALICOS
12122PREP.MINERALES METALICOS EN FACT.INDEP.
1221 SIDERURGIA INTEGRAL
12211PTOS.SIDERURGICOS PRIMARIOS (S.I.)
12212ACERO BRUTO (S.I.)
12213SEMIPRODUCTOS (S.I.)
12214PTOS.LAMINADOS EN CALIENTE (S.I.)
12215PTOS.LAMINADOS EN FRIO (S.I.)
12216PTOS.SIDERURGICOS DERIVADOS (S.I.)
12217OTROS PTOS. Y SUBPRODUCTOS (S.I.)
1222 SIDERURGIA NO INTEGRAL
12221ACERO BRUTO (S.N.I.)
12222SEMIPRODUCTOS (S.N.I.)
12223LAMINADOS EN CALIENTE (S.N.I.)
12224LAMINADOS EN FRIO (S.N.I.)
12225PTOS.DERIVADOS (S.N.I.)
12226OTROS PTOS. Y SUBPRODUCTOS (S.N.I.)
1223 FABRICACION DE TUBOS DE ACERO
12231PTOS. TUBULARES DE ACERO SIN SOLDADURA
12232PTOS. TUBULARES DE ACERO SOLDADOS
12233PTOS. TUBULARES SOLDADOS HELICOIDALMENTE
12234ACCESORIOS PARA TUBERIAS
1224 TREFILADO,ESTIRADO Y LAMINADO DE ACERO
12241ALAMBRE DE ACERO
12242PTOS. CALIBRADOS DE ESTIRADO
12243PTOS. CALIBRADOS POR TORNEADO
12244PTOS. CALIBRADOS POR RECTIFICADO
12245PERFILES CONFORMADOS EN FRIO
12246FLEJE LAMINADO EN FRIO
12247FLEJE MAGNETICO LAMINADO EN FRIO
12248FLEJE RECUBIERTO
12251PROD. Y PRIM. TRANSFORMACION ALUMINIO
12252PROD. Y PRIM. TRANSFORMACION DE COBRE
12259PROD. Y PRIM. TRANSF. OTROS METALES
12311EXTRACCION SUSTANCIAS ARCILLOSAS
12312EXTRACC. ROCAS Y PIZARRAS CONSTRUCCION
12313EXTRACC. ARENAS Y GRAVAS CONSTRUCCION
12314EXTRACCION DE YESO
12319EXTRACCION OTROS MATERIALES CONSTRUCCION
12321EXTRACCION SALES POTASICAS
12322EXTRACCION FOSFATOS Y NITRATOS
12331EXTRACCION DE SAL MARINA
12332EXTRACC. SAL MANANTIAL Y GEMA
1234 EXTRACCION DE PIRITAS Y AZUFRE
12341PIRITAS DE HIERRO SIN TOSTAR
12342AZUFRE NATURAL
12391EXTRACCION DE FLUORITA
12392EXTRACCION DE TURBA
12399EXTRACC. DE OTROS MINERALES NCOP
1241 FAB.PTOS.TIERRAS COCIDAS CONSTRUCCION
12411LADRILLOS BLOQUES Y FORJADOS
12412TEJAS, BALDOSAS Y OTROS MATERIALES
12421FAB. CEMENTOS ARTIFICIALES
12422FAB. CEMENTOS NATURALES
12423FAB. CALES Y YESOS
12431FAB. HORMIGONES PREPARADOS
12432FAB. PTOS. EN FIBROCEMENTO
12433FAB. OTROS ARTICULOS DERIVADOS CEMENTO
12434FAB. PAVIMENTOS DERIVADOS DEL CEMENTO
12435FAB. ARTICULOS DERIVADOS YESO Y ESCAYOLA
1244 INDUSTRIAS DE LA PIEDRA NATURAL
12441PIEDRA NATURAL TRITURADA Y CLASIFICADA
12442PIEDRA NATURAL TALLADA Y ASERRADA
12443PIEDRA ELABORADA
1245 FAB. DE ABRASIVOS
12451MUELAS Y ARTICULOS SIMILARES
12452OTROS ABRASIVOS
12461FAB. VIDRIO PLANO
12462FAB. VIDRIO HUECO
12463FAB. VIDRIO TECNICO
12464FAB. FIBRA DE VIDRIO
12465MANIPULADO DE VIDRIO
12466FABRICAC. DE FRITAS Y ESMALTES CERAMICOS
12471FAB. ARTICULOS REFRACTARIOS
12472FAB. BALDOSAS PARA PAVIMENTOS
12473FAB. BALDOSAS ESMALTADAS PARA PAVIMENTOS
12474FAB. VAJILLAS Y ARTICULOS PARA EL HOGAR
12475FAB. APARATOS SANITARIOS LOZA Y PORCEL.
12476FAB. AISLADORES EN MATERIAL CERAMICO
12479FAB. OTROS PTOS. CERAMICOS NCOP
1249 IND. OTROS PTOS. MINERALES NO MET.
12491FAB. PTOS. ASFALTICOS
12492FAB. PTOS. A BASE DE AMIANTO
12499FAB. PTOS. CON OTROS MINERALES NO METAL
12511FAB.PTO.QUIMICOS ORGANICOS PETROQUIMICOS
12512FAB. OTROS PTOS. QUIMICOS ORGANICOS
12513FAB. PTOS. QUIMICOS INORGANICOS
12514FAB. PRIMERA MATERIAS PLASTICAS
12515FAB. CAUCHO Y LATEX SINTETICOS
12516FAB. FIBRAS ARTIFICIALES Y SINTETICAS
12517FAB. ACIDO ANHIDRICO FTALICO Y MALEICO
12521FAB. DE ABONOS
12522FAB. DE PLAGUICIDAS
12531FAB. GASES COMPRIMIDOS
12532FAB. COLORANTES Y PIGMENTOS
12533FAB. PINTURAS, BARNICES Y LACAS
12534FAB. DE TINTAS DE IMPRENTA
12535TRATAMIENTO ACEITES PARA USO INDUSTRIAL
12536FAB. ACEITES ESENCIALES Y SUST. AROMAT.
12537FAB. COLAS Y GELATINAS
12538FAB. EXPLOSIVOS
